company_id,company,country,shippings,incidencias,date,days_w_shipments,last_ship,week,company_creation_date,created_months
1753,La Fazenda,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-06-24,13
1760,Mofla,AR,1,0,2020-09-04,1,2020-09-04,202035,2020-06-24,13
1763,Laboratorios Biowell,CL,13,0,2020-08-30,6,2020-09-05,202035,2020-06-25,13
1769,Bildung Libros,UY,28,4,2020-08-31,5,2020-09-04,202035,2020-06-25,13
1770,INDONESIA,AR,39,0,2020-08-31,6,2020-09-05,202035,2020-06-25,13
1771,Derebaja.com,UY,4,0,2020-09-02,3,2020-09-04,202035,2020-06-25,13
1782,Servicios Ecorec,AR,5,0,2020-08-31,2,2020-09-04,202035,2020-06-26,13
1783,Chilly,AR,9,1,2020-08-30,5,2020-09-05,202035,2020-06-26,13
1784,Tuly Miguez,AR,2,0,2020-08-30,1,2020-08-30,202035,2020-06-26,13
1794,Anime Art,AR,2,0,2020-09-01,2,2020-09-04,202035,2020-06-28,13
1800,Melina Mascareño Hola Viaje Shop,AR,1,0,2020-08-31,1,2020-08-31,202035,2020-06-28,13
1801,tango,AR,1,0,2020-09-03,1,2020-09-03,202035,2020-06-28,13
1805,Carters ,AR,4,1,2020-08-31,3,2020-09-02,202035,2020-06-29,13
1807,Moksha,AR,1,0,2020-09-02,1,2020-09-02,202035,2020-06-29,13
1818,Village - Argos Party - Rhein,CL,540,31,2020-08-30,7,2020-09-05,202035,2020-06-30,13
1819,IDAS,AR,4,0,2020-09-01,4,2020-09-04,202035,2020-06-30,13
1823,Luca Ceramica,AR,2,0,2020-09-01,2,2020-09-04,202035,2020-06-30,13
1833,Felipe Samuel Mery Rozas,CL,40,0,2020-08-31,5,2020-09-04,202035,2020-07-01,13
1839,EcoYo ,UY,4,0,2020-08-31,4,2020-09-03,202035,2020-07-01,13
1844,Coopate,AR,1,0,2020-09-04,1,2020-09-04,202035,2020-07-01,13
1857,Packfly,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-07-02,13
1859,Goodies SA,AR,13,3,2020-09-01,5,2020-09-05,202035,2020-07-02,13
1860,BOBERCK SINCE 1970,CL,4,0,2020-08-31,3,2020-09-03,202035,2020-07-02,13
1863,Abracadabra,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-07-03,13
1867,Republic ,GT,3,1,2020-09-02,2,2020-09-03,202035,2020-07-03,13
1871,Trimant,UY,6,0,2020-08-31,4,2020-09-04,202035,2020-07-03,13
1873,Jorge Alberto,AR,26,1,2020-08-30,7,2020-09-05,202035,2020-07-03,13
1875,Universal Importaciones,UY,43,6,2020-08-31,5,2020-09-04,202035,2020-07-03,13
1889,Inversiones KJ SPA,CL,8,0,2020-08-31,3,2020-09-02,202035,2020-07-05,13
1898,KÓ CHILE,CL,6,0,2020-08-31,3,2020-09-03,202035,2020-07-06,13
1906,RitaMargarita,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-07-07,13
1907,Cooking Store,AR,66,10,2020-08-30,6,2020-09-04,202035,2020-07-07,13
1917,ZAZU,CL,63,1,2020-08-30,7,2020-09-05,202035,2020-07-08,13
1927,COMPAN LTDA,CL,21,0,2020-08-31,4,2020-09-03,202035,2020-07-08,13
1934,Factory Sound,CL,15,0,2020-08-31,4,2020-09-03,202035,2020-07-09,13
1941,EligePo,CL,50,8,2020-08-30,7,2020-09-05,202035,2020-07-09,13
1945,Sonum Música,CL,4,0,2020-08-30,3,2020-09-03,202035,2020-07-10,13
1957,Dreamland,GT,5,1,2020-08-31,3,2020-09-04,202035,2020-07-10,13
1958,Esdeli,GT,5,2,2020-09-01,3,2020-09-04,202035,2020-07-10,13
1960,Misato Comics,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-07-10,13
1976,La tienda de Accesorios,AR,1,1,2020-09-01,1,2020-09-01,202035,2020-07-13,12
1981,MNG,GT,35,1,2020-08-31,5,2020-09-05,202035,2020-07-13,12
1986,Pia Martini zapatos EIRL,CL,3,0,2020-09-03,2,2020-09-04,202035,2020-07-13,12
1993,FIVISA,UY,12,0,2020-08-31,4,2020-09-04,202035,2020-07-14,12
1998,dale cafe,GT,12,6,2020-08-31,2,2020-09-05,202035,2020-07-15,12
2006,Megaphoto,AR,2,0,2020-09-04,1,2020-09-04,202035,2020-07-15,12
2009,Abrecuentos,AR,23,0,2020-08-30,4,2020-09-05,202035,2020-07-16,12
2014,Mccain Argentina,AR,45,0,2020-09-01,3,2020-09-04,202035,2020-07-16,12
2019,GONGO,AR,1,1,2020-08-31,1,2020-08-31,202035,2020-07-17,12
2027,Ecoterra,CL,5,0,2020-08-30,3,2020-09-02,202035,2020-07-17,12
2030,Tecomoabesos,AR,16,0,2020-08-30,7,2020-09-05,202035,2020-07-17,12
2033,SHOPNOW,AR,165,7,2020-08-31,5,2020-09-04,202035,2020-07-18,12
2034,Fika,AR,1,0,2020-09-04,1,2020-09-04,202035,2020-07-18,12
2046,CDM Medical,CL,15,0,2020-08-31,4,2020-09-04,202035,2020-07-20,12
2053,Snacks Evercrisp realizado por e-Match SPA,CL,4,0,2020-09-01,2,2020-09-03,202035,2020-07-21,12
2054,Q10 SpA,CL,88,3,2020-08-31,5,2020-09-04,202035,2020-07-21,12
2075,Shop The Label,CL,9,0,2020-09-02,2,2020-09-03,202035,2020-07-23,12
2077,Bazar Casa Vieja,GT,15,0,2020-08-31,4,2020-09-04,202035,2020-07-23,12
2078,CTDI ARGENTINA S.A.,AR,2,1,2020-09-02,2,2020-09-03,202035,2020-07-23,12
2080,NEXPRESS,UY,2,1,2020-09-03,2,2020-09-04,202035,2020-07-23,12
2081,MALLAS MAREA S.R.L.,AR,13,0,2020-08-31,5,2020-09-04,202035,2020-07-23,12
2096,Librerías La Tijera,AR,5,0,2020-08-31,4,2020-09-04,202035,2020-07-24,12
2101,Capacitaciones El Molino,AR,2,0,2020-08-31,2,2020-09-02,202035,2020-07-26,12
2109,Victoria Oddo,CL,31,0,2020-08-31,5,2020-09-04,202035,2020-07-27,12
2110,ABRACAJABRA,AR,1,0,2020-09-03,1,2020-09-03,202035,2020-07-27,12
2116,Ediciones Didot,AR,1,0,2020-09-03,1,2020-09-03,202035,2020-07-28,12
2128,Maruki,AR,2,0,2020-09-02,2,2020-09-04,202035,2020-07-29,12
2132,Degasa,AR,319,34,2020-08-30,7,2020-09-05,202035,2020-07-29,12
2134,Sodimac,AR,73,1,2020-08-31,1,2020-08-31,202035,2020-07-29,12
2142,Charrua - Caza y Camping,UY,5,0,2020-08-31,3,2020-09-04,202035,2020-07-30,12
2144,NIKO,CL,2,0,2020-08-31,1,2020-08-31,202035,2020-07-30,12
2148,ROSAINT,AR,7,0,2020-08-31,4,2020-09-04,202035,2020-07-30,12
2149,Diseños Camille SPA,CL,16,0,2020-08-31,4,2020-09-04,202035,2020-07-30,12
2153,HR,UY,9,0,2020-08-31,5,2020-09-04,202035,2020-07-31,12
2155,WOWOW IGV ,AR,4,0,2020-08-31,3,2020-09-04,202035,2020-07-31,12
2161,SELIS,UY,1,0,2020-09-03,1,2020-09-03,202035,2020-07-31,12
2196,SIMONES,AR,4,0,2020-08-31,2,2020-09-02,202035,2020-08-04,12
2203,Selene.shoes ,AR,6,2,2020-08-31,3,2020-09-03,202035,2020-08-04,12
2206,Upita Baby Shop,AR,15,0,2020-08-31,5,2020-09-04,202035,2020-08-04,12
2208,Homeinox,AR,1,0,2020-09-02,1,2020-09-02,202035,2020-08-04,12
2211,LINOS DEL PACIFICO SRL,AR,1,0,2020-09-03,1,2020-09-03,202035,2020-08-04,12
2218,Klean,AR,1,0,2020-09-05,1,2020-09-05,202035,2020-08-05,12
2221,boykot,CL,116,5,2020-08-31,6,2020-09-05,202035,2020-08-05,12
2237,Olivia & Co.,AR,1,0,2020-08-31,1,2020-08-31,202035,2020-08-06,12
2240,NANAKU,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-08-06,12
2241,Tio Musa S.A.,AR,234,16,2020-08-31,6,2020-09-05,202035,2020-08-06,12
2245,LAMB LEGGINGS,AR,2,1,2020-09-05,1,2020-09-05,202035,2020-08-06,12
2247,whimshop,CL,15,3,2020-08-31,5,2020-09-04,202035,2020-08-07,12
2249,ELPARRILLERO.CL,CL,5,0,2020-08-31,2,2020-09-04,202035,2020-08-07,12
2251,Casa Mia,AR,3,0,2020-08-31,2,2020-09-04,202035,2020-08-07,12
2253,COTILLON CHIALVO,AR,11,2,2020-08-31,5,2020-09-04,202035,2020-08-07,12
2272,OPORTUTEK CHILE SPA,CL,16,2,2020-08-31,4,2020-09-04,202035,2020-08-10,12
2275,San Lucas SpA,CL,8,0,2020-08-31,3,2020-09-04,202035,2020-08-10,12
2277,TOTO,UY,3,0,2020-09-02,2,2020-09-04,202035,2020-08-10,12
2278,Bodega Renacer,AR,8,0,2020-08-31,4,2020-09-04,202035,2020-08-10,12
2280,Suppler Labs,AR,34,2,2020-08-30,5,2020-09-03,202035,2020-08-10,12
2283,PRIXXO,CL,22,0,2020-08-31,4,2020-09-03,202035,2020-08-11,12
2286,SELIS,CL,1,0,2020-08-31,1,2020-08-31,202035,2020-08-11,12
2290,Valijera,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-08-11,12
2294,SOGNO SEGURIDAD,CL,1,0,2020-09-02,1,2020-09-02,202035,2020-08-11,12
2304,GeekyBox,CL,79,3,2020-08-31,5,2020-09-04,202035,2020-08-12,11
2309,NaranjaX,AR,1,0,2020-09-02,1,2020-09-02,202035,2020-08-12,11
2318,THEODORA,CL,4,1,2020-09-01,2,2020-09-03,202035,2020-08-13,11
2323,COLORINDIO,MX,3,0,2020-09-03,2,2020-09-04,202035,2020-08-13,11
2324,Nutri Royal,CL,5,0,2020-09-04,1,2020-09-04,202035,2020-08-13,11
2338,Wilders,AR,17,7,2020-08-31,6,2020-09-05,202035,2020-08-14,11
2340,Walkiria Store,AR,7,0,2020-08-31,3,2020-09-04,202035,2020-08-15,11
2355,Spice Market,AR,1,0,2020-09-04,1,2020-09-04,202035,2020-08-18,11
2363,MONTEPIANA,AR,2,0,2020-08-31,1,2020-08-31,202035,2020-08-18,11
2366,DLH,CL,385,5,2020-08-30,7,2020-09-05,202035,2020-08-18,11
2372,Mundo Electro,CL,137,17,2020-08-31,5,2020-09-04,202035,2020-08-19,11
2373,SILLAS ACAPULCO VIBES - BON VIVANT,MX,24,0,2020-09-04,1,2020-09-04,202035,2020-08-19,11
2374,impresores ryw ltda,CL,11,2,2020-08-31,1,2020-08-31,202035,2020-08-19,11
2375,Nutral Point,AR,7,0,2020-08-31,3,2020-09-04,202035,2020-08-19,11
2385,Mondo.box,AR,1,0,2020-09-01,1,2020-09-01,202035,2020-08-20,11
2396,Waldi,MX,3,0,2020-08-31,3,2020-09-03,202035,2020-08-21,11
2397,BASHIA COSMETICS,GT,2,0,2020-09-01,1,2020-09-01,202035,2020-08-22,11
2404,HB Distribuidora,AR,8,1,2020-09-03,1,2020-09-03,202035,2020-08-23,11
2410,WYNA,AR,1,0,2020-08-31,1,2020-08-31,202035,2020-08-24,11
2412,Goicoechea Hnos SA,AR,3,0,2020-09-01,1,2020-09-01,202035,2020-08-24,11
2414,Republica ,GT,90,3,2020-09-01,2,2020-09-02,202035,2020-08-24,11
2417,ELECTROMOTICA SOCIEDAD DE RESPONSABILIDAD LIMITADA,AR,1,0,2020-09-02,1,2020-09-02,202035,2020-08-25,11
2424,Magia en Madeja,MX,3,0,2020-09-03,2,2020-09-04,202035,2020-08-25,11
2432,Alejandra,MX,4,0,2020-08-31,1,2020-08-31,202035,2020-08-26,11
2440,Gavia,AR,2,0,2020-08-31,2,2020-09-02,202035,2020-08-26,11
2442,Beauty Depot,AR,5,0,2020-08-31,3,2020-09-03,202035,2020-08-26,11
2454,Biku Market,CL,11,1,2020-09-04,1,2020-09-04,202035,2020-08-27,11
2455,OHMYMOM,AR,4,0,2020-09-04,2,2020-09-05,202035,2020-08-27,11
2461,Bazar Café,CL,5,1,2020-09-04,1,2020-09-04,202035,2020-08-28,11
2464,Casa del Cuenco,CL,1,0,2020-09-03,1,2020-09-03,202035,2020-08-28,11
2473,AVERA,MX,7,3,2020-09-01,3,2020-09-05,202035,2020-08-30,11
2479,Newsport,AR,16,2,2020-09-03,2,2020-09-04,202035,2020-08-31,11
2482,PÀLOT,AR,24,11,2020-09-01,5,2020-09-05,202035,2020-08-31,11
2490,Medicina Cubana,CL,10,0,2020-09-02,3,2020-09-04,202035,2020-09-01,11
2491,Black Crown,CL,4,0,2020-09-04,2,2020-09-05,202035,2020-09-01,11
2494,L'OCCITANE EN PROVENCE,AR,54,43,2020-09-03,2,2020-09-04,202035,2020-09-01,11
2505,Timekol ,UY,6,0,2020-09-02,2,2020-09-04,202035,2020-09-02,11
2510,Frioteka,AR,21,1,2020-09-03,3,2020-09-05,202035,2020-09-02,11
2512,Abasto Vegano,MX,21,1,2020-09-03,2,2020-09-04,202035,2020-09-02,11
2516,Do Smart,CL,3,0,2020-09-04,1,2020-09-04,202035,2020-09-03,11
2519,buena vida,CL,85,1,2020-09-03,3,2020-09-05,202035,2020-09-03,11
2520,360ºFOTOESTUDIO,GT,1,0,2020-09-03,1,2020-09-03,202035,2020-09-03,11
2531,INVERSIONES PARA AUTOMATISMOS RKS,AR,1,0,2020-09-04,1,2020-09-04,202035,2020-09-04,11
1,MOOVA INC,AR,6,0,2020-09-07,3,2020-09-10,202036,2019-07-05,25
2,OXA Pharma,AR,73,7,2020-09-07,5,2020-09-11,202036,2019-07-05,25
4,Alparamis,AR,10,0,2020-09-07,6,2020-09-12,202036,2019-07-16,25
8,Agora XXI SRL,AR,104,0,2020-09-07,5,2020-09-11,202036,2019-07-17,25
10,Apio Verde,AR,120,12,2020-09-07,6,2020-09-12,202036,2019-07-18,25
11,Jugueterias Carrousel,AR,167,9,2020-09-06,7,2020-09-12,202036,2019-07-18,25
12,Estate Pipes,AR,112,2,2020-09-07,5,2020-09-11,202036,2019-07-19,24
13,Lumi,AR,9,1,2020-09-07,5,2020-09-11,202036,2019-07-19,24
14,El mercado de la bicicleta,AR,2,0,2020-09-08,1,2020-09-08,202036,2019-07-19,24
20,DGM Maquinarias,AR,167,2,2020-09-07,6,2020-09-12,202036,2019-07-20,24
22,Point Sports,AR,15,0,2020-09-07,3,2020-09-11,202036,2019-07-20,24
26,Electro and power,AR,14,2,2020-09-07,5,2020-09-11,202036,2019-07-20,24
28,Amont,AR,3,0,2020-09-07,3,2020-09-10,202036,2019-07-20,24
29,Lef Digital,AR,18,2,2020-09-07,3,2020-09-09,202036,2019-07-20,24
32,Instrumentos Parquer,AR,76,3,2020-09-07,5,2020-09-11,202036,2019-07-20,24
37,Complot,AR,20,1,2020-09-09,3,2020-09-11,202036,2019-07-20,24
41,Turquesa,AR,10,0,2020-09-07,4,2020-09-11,202036,2019-07-20,24
42,Fashion Cook,AR,40,6,2020-09-07,5,2020-09-11,202036,2019-07-20,24
48,Crop,AR,2,1,2020-09-07,1,2020-09-07,202036,2019-07-22,24
49,Luvre,AR,1,0,2020-09-10,1,2020-09-10,202036,2019-07-22,24
51,Mana - COS COS SRL,AR,5,0,2020-09-08,3,2020-09-10,202036,2019-07-22,24
54,Guima,AR,25,3,2020-09-07,5,2020-09-11,202036,2019-07-22,24
58,Biebel,AR,2,0,2020-09-08,1,2020-09-08,202036,2019-07-22,24
61,Casa Rincon,AR,5,0,2020-09-07,3,2020-09-10,202036,2019-07-23,24
62,Renova tu vestidor,AR,1,1,2020-09-10,1,2020-09-10,202036,2019-07-23,24
64,Lentes Plus,AR,148,12,2020-09-07,5,2020-09-11,202036,2019-07-23,24
65,Viamo,AR,15,0,2020-09-07,5,2020-09-12,202036,2019-07-24,24
66,GNC,AR,6,0,2020-09-07,3,2020-09-11,202036,2019-07-25,24
68,Linio,AR,639,64,2020-09-06,7,2020-09-12,202036,2019-07-29,24
71,CBGB,AR,11,0,2020-09-07,5,2020-09-11,202036,2019-08-15,24
79,Droguería del Sud,AR,5,0,2020-09-07,3,2020-09-09,202036,2019-09-02,23
81,Adriana Constantini,AR,52,2,2020-09-07,5,2020-09-11,202036,2019-09-06,23
132,Ranji,AR,1,0,2020-09-11,1,2020-09-11,202036,2019-09-16,23
135,Farmacias La Santé,AR,10,0,2020-09-07,3,2020-09-10,202036,2019-09-17,22
139,Burkool,AR,1,0,2020-09-09,1,2020-09-09,202036,2019-09-23,22
148,Hats Company,AR,19,1,2020-09-06,6,2020-09-11,202036,2019-10-07,22
162,GMRA / Samsung,AR,862,88,2020-09-06,7,2020-09-12,202036,2019-10-14,22
173,Casa Neumann,AR,11,0,2020-09-07,4,2020-09-11,202036,2019-10-18,21
174,Thermos Argentina,AR,1,0,2020-09-09,1,2020-09-09,202036,2019-10-18,21
177,Signal Noise,AR,56,2,2020-09-07,5,2020-09-11,202036,2019-10-22,21
178,Total Home,AR,57,6,2020-09-07,4,2020-09-11,202036,2019-10-22,21
180,Mercado PAX,AR,20,2,2020-09-07,5,2020-09-11,202036,2019-10-23,21
182,Arturia,AR,39,0,2020-09-07,5,2020-09-11,202036,2019-10-23,21
184,Praxis Juridica Libros,AR,16,0,2020-09-06,5,2020-09-11,202036,2019-10-24,21
185,El Cosaco,AR,31,2,2020-09-07,5,2020-09-11,202036,2019-10-24,21
198,Watercom,AR,1,1,2020-09-07,1,2020-09-07,202036,2019-11-11,21
216,Optica Paesani,AR,2,0,2020-09-10,1,2020-09-10,202036,2019-11-27,20
219,El Mundo del LIbro,AR,28,1,2020-09-07,5,2020-09-11,202036,2019-12-02,20
223,Tate ,AR,2,1,2020-09-08,1,2020-09-08,202036,2019-12-03,20
224,Elyon importaciones,AR,15,2,2020-09-07,5,2020-09-11,202036,2019-12-04,20
228,Macu Shop,AR,10,0,2020-09-07,4,2020-09-11,202036,2019-12-05,20
232,Juana de Arco,AR,20,1,2020-09-07,3,2020-09-09,202036,2019-12-10,20
235,DINMEC Seguridad,AR,1,0,2020-09-07,1,2020-09-07,202036,2019-12-11,20
239,Compufan,AR,1,0,2020-09-07,1,2020-09-07,202036,2019-12-12,20
242,EXITOYS,AR,20,0,2020-09-07,6,2020-09-12,202036,2019-12-13,20
245,ARILART,AR,1,0,2020-09-11,1,2020-09-11,202036,2019-12-16,19
247,Nutrisuple,AR,64,4,2020-09-07,5,2020-09-11,202036,2019-12-16,19
253,WIRTZ ,AR,3,0,2020-09-09,2,2020-09-10,202036,2019-12-19,19
262,Elepants S.R.L,AR,64,3,2020-09-06,7,2020-09-12,202036,2019-12-23,19
267,LA NORIA REVESTIMIENTOS,AR,27,0,2020-09-07,5,2020-09-11,202036,2020-01-09,19
272,BabyMarket,AR,2,1,2020-09-08,1,2020-09-08,202036,2020-01-10,19
275,Wabro,AR,30,1,2020-09-07,5,2020-09-11,202036,2020-01-13,19
281,Dos Gardenias,AR,2,0,2020-09-10,2,2020-09-11,202036,2020-01-16,18
284,EL DON,AR,39,2,2020-09-07,5,2020-09-11,202036,2020-01-17,18
287,Cavas Del Pozo,AR,2,2,2020-09-10,1,2020-09-10,202036,2020-01-22,18
289,Tienda Diderot,AR,1,0,2020-09-10,1,2020-09-10,202036,2020-01-23,18
296,MANDY,AR,42,4,2020-09-07,5,2020-09-11,202036,2020-01-29,18
300,Black Olive,AR,8,0,2020-09-06,6,2020-09-12,202036,2020-02-05,18
302,EltioVende.com,AR,3,0,2020-09-08,2,2020-09-10,202036,2020-02-06,18
306,Metrica Home,AR,2,0,2020-09-07,2,2020-09-10,202036,2020-02-10,18
317,Sierra Mora,UY,15,3,2020-09-07,4,2020-09-11,202036,2020-02-13,18
328,Imed,CL,1,1,2020-09-07,1,2020-09-07,202036,2020-02-18,17
332,PINK LADY,UY,12,1,2020-09-07,5,2020-09-11,202036,2020-02-19,17
335,Daniel Hechter,AR,38,2,2020-09-07,5,2020-09-11,202036,2020-02-19,17
337,Wassarette Lingerie,AR,33,1,2020-09-06,7,2020-09-12,202036,2020-02-20,17
338,Summum,UY,1,0,2020-09-08,1,2020-09-08,202036,2020-02-20,17
339,Mercado PAX,UY,11,0,2020-09-07,5,2020-09-11,202036,2020-02-20,17
340,Meditian SA,UY,12,0,2020-09-07,5,2020-09-11,202036,2020-02-21,17
341,ECOMERCIAL,UY,32,1,2020-09-07,5,2020-09-11,202036,2020-02-22,17
343,KEL EDICIONES,AR,85,4,2020-09-07,5,2020-09-11,202036,2020-02-25,17
346,Loi Chile,CL,340,15,2020-09-06,6,2020-09-11,202036,2020-02-26,17
347,OTERO RUBEN DANIEL,AR,40,2,2020-09-07,3,2020-09-11,202036,2020-02-26,17
348,SunBuddy,AR,2,0,2020-09-06,2,2020-09-09,202036,2020-02-26,17
350,FUSCANET,UY,2,0,2020-09-08,2,2020-09-10,202036,2020-02-27,17
351,Cheeky / Como Quieres,AR,607,43,2020-09-06,7,2020-09-12,202036,2020-02-27,17
352,ShopGallery,AR,42,1,2020-09-07,3,2020-09-09,202036,2020-02-27,17
356,MOBIDOC,UY,2,0,2020-09-10,1,2020-09-10,202036,2020-02-28,17
364,Tío Mario Jugueterías,AR,12,0,2020-09-07,4,2020-09-11,202036,2020-03-03,17
372,Fundación Garrahan,AR,20,2,2020-09-07,4,2020-09-11,202036,2020-03-05,17
402,Neobidet,AR,5,0,2020-09-07,3,2020-09-11,202036,2020-03-06,17
403,LA OFERTA IRRESISTIBLE,UY,372,62,2020-09-07,6,2020-09-12,202036,2020-03-06,17
423,Con la Marca,AR,19,2,2020-09-07,5,2020-09-11,202036,2020-03-09,17
433,backupUY,UY,9,0,2020-09-07,4,2020-09-11,202036,2020-03-09,17
455,FEBO,UY,163,14,2020-09-07,6,2020-09-12,202036,2020-03-12,17
464,MR Perfumerias,AR,7,2,2020-09-07,4,2020-09-11,202036,2020-03-15,16
469,Citykids,AR,73,1,2020-09-06,6,2020-09-11,202036,2020-03-16,16
472,Markova,AR,62,8,2020-09-07,5,2020-09-11,202036,2020-03-17,16
476,deco hogar,UY,17,1,2020-09-08,1,2020-09-08,202036,2020-03-17,16
482,Overactive,UY,4,0,2020-09-09,2,2020-09-10,202036,2020-03-19,16
484,Innovative Tech,CL,59,14,2020-09-07,5,2020-09-11,202036,2020-03-20,16
486,Fernels S.A,UY,37,1,2020-09-07,5,2020-09-11,202036,2020-03-20,16
495,Beervana,CL,121,3,2020-09-07,6,2020-09-12,202036,2020-03-23,16
498,Vicia2,CL,4,0,2020-09-07,3,2020-09-09,202036,2020-03-24,16
503,iSwitch,AR,2,0,2020-09-08,2,2020-09-09,202036,2020-03-25,16
504,Thermomix Argentina,AR,31,3,2020-09-07,5,2020-09-11,202036,2020-03-25,16
505,Guess,CL,101,10,2020-09-06,6,2020-09-11,202036,2020-03-25,16
520,SBS Libreria Internacional,AR,572,21,2020-09-06,6,2020-09-11,202036,2020-03-27,16
522,Monadas Mascotas,CL,1,0,2020-09-10,1,2020-09-10,202036,2020-03-27,16
534,HP FACTORY,AR,6,0,2020-09-08,3,2020-09-10,202036,2020-03-30,16
556,FT ARGENTINA,AR,1,0,2020-09-07,1,2020-09-07,202036,2020-04-02,16
564,Abito Wines,AR,14,3,2020-09-07,3,2020-09-11,202036,2020-04-03,16
572,jfc electronica,AR,41,9,2020-09-07,5,2020-09-11,202036,2020-04-03,16
622,tintaspremium,UY,6,0,2020-09-07,5,2020-09-11,202036,2020-04-04,16
636,ORGAN&CO,AR,1,0,2020-09-10,1,2020-09-10,202036,2020-04-05,16
648,EL CINEFILO MELOMANO,AR,1,0,2020-09-10,1,2020-09-10,202036,2020-04-06,16
650,Agostine,AR,1,0,2020-09-07,1,2020-09-07,202036,2020-04-06,16
657,Froens,CL,81,6,2020-09-06,7,2020-09-12,202036,2020-04-06,16
661,S-Print,CL,4,0,2020-09-07,3,2020-09-10,202036,2020-04-07,16
668,Mascotopia,CL,5,0,2020-09-08,2,2020-09-09,202036,2020-04-08,16
674,QÜEM - Alimentos congelados,AR,30,3,2020-09-07,5,2020-09-11,202036,2020-04-08,16
683,FixUP!,AR,172,19,2020-09-07,6,2020-09-12,202036,2020-04-09,16
685,Kilometro42.cl,CL,34,1,2020-09-07,3,2020-09-11,202036,2020-04-09,16
689,CRAYON,AR,4,1,2020-09-07,2,2020-09-09,202036,2020-04-09,16
690,GarageSale,AR,3,0,2020-09-07,2,2020-09-11,202036,2020-04-09,16
700,Cest fini,AR,39,2,2020-09-06,7,2020-09-12,202036,2020-04-11,16
710,Plastica,CL,8,0,2020-09-06,6,2020-09-12,202036,2020-04-13,16
711,Takones,AR,2,1,2020-09-06,2,2020-09-10,202036,2020-04-13,16
721,Silenzio,AR,4,1,2020-09-07,2,2020-09-08,202036,2020-04-14,15
725,Cocina con Valentino,AR,22,4,2020-09-07,5,2020-09-11,202036,2020-04-14,15
731,Bestmart Chile,CL,107,2,2020-09-06,7,2020-09-12,202036,2020-04-14,15
734,Sonder,AR,2,0,2020-09-07,2,2020-09-08,202036,2020-04-14,15
741,Choice Chocolatier,AR,8,0,2020-09-07,4,2020-09-10,202036,2020-04-15,15
742,BIOTERRA COSMETICA NATURAL,AR,25,0,2020-09-07,5,2020-09-11,202036,2020-04-15,15
755,PCM,UY,226,20,2020-09-07,5,2020-09-11,202036,2020-04-15,15
783,The Not Company,AR,79,1,2020-09-07,4,2020-09-10,202036,2020-04-15,15
793,Lenceria Diana,AR,15,2,2020-09-06,6,2020-09-12,202036,2020-04-15,15
818,alquimia astral,AR,1,0,2020-09-10,1,2020-09-10,202036,2020-04-17,15
834,Kira Shop,AR,1,0,2020-09-12,1,2020-09-12,202036,2020-04-17,15
839,Editorial Amanuta,CL,106,3,2020-09-07,6,2020-09-12,202036,2020-04-17,15
842,Sonobox,AR,5,0,2020-09-07,4,2020-09-11,202036,2020-04-18,15
843,Mandala Indumentaria,AR,12,0,2020-09-06,5,2020-09-12,202036,2020-04-18,15
844,Bowery Market,AR,5,1,2020-09-06,5,2020-09-11,202036,2020-04-18,15
853,Pokemoncard-,AR,16,0,2020-09-06,7,2020-09-12,202036,2020-04-18,15
875,Office 2000,UY,134,8,2020-09-07,5,2020-09-11,202036,2020-04-20,15
877,TOMASSA,AR,73,4,2020-09-06,7,2020-09-12,202036,2020-04-20,15
878,cafe señor k,CL,52,1,2020-09-06,7,2020-09-12,202036,2020-04-20,15
881,LA CUEVA MUEBLES,UY,1,0,2020-09-08,1,2020-09-08,202036,2020-04-20,15
882,Maestro de Cocina ,AR,5,0,2020-09-07,3,2020-09-09,202036,2020-04-20,15
886,Storepack,AR,13,0,2020-09-07,4,2020-09-10,202036,2020-04-20,15
900,CARLA DI SI,AR,5,0,2020-09-08,3,2020-09-11,202036,2020-04-21,15
931,Deer Tech,AR,3,0,2020-09-10,2,2020-09-11,202036,2020-04-22,15
940,Peta,CL,12,1,2020-09-07,3,2020-09-11,202036,2020-04-23,15
941,NCSPharma,AR,1,0,2020-09-07,1,2020-09-07,202036,2020-04-23,15
947,Ofidirect SA,AR,142,18,2020-09-07,5,2020-09-11,202036,2020-04-23,15
952,Tina Alló,AR,1,0,2020-09-08,1,2020-09-08,202036,2020-04-23,15
958,NIKONCENTER,CL,1,0,2020-09-07,1,2020-09-07,202036,2020-04-24,15
966,Chomba,CL,7,1,2020-09-07,4,2020-09-10,202036,2020-04-24,15
969,Black Dog Electronics,UY,25,3,2020-09-07,5,2020-09-11,202036,2020-04-24,15
972,Rouk Coffee,CL,1,0,2020-09-11,1,2020-09-11,202036,2020-04-24,15
984,SayMood,AR,36,3,2020-09-06,7,2020-09-12,202036,2020-04-25,15
995,SUNKISS,AR,5,0,2020-09-09,2,2020-09-11,202036,2020-04-27,15
997,Zana,AR,7,0,2020-09-11,1,2020-09-11,202036,2020-04-27,15
1006,Hanuman SpA,CL,27,1,2020-09-07,5,2020-09-11,202036,2020-04-28,15
